client_id,data_size,training_rounds,total_training_time,avg_time_per_round,final_accuracy,final_loss,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,experiment_type,dataset,total_rounds,local_epochs,iid
0,3000,10,32.22,3.22,0.8507,0.6222,161,757,27,3,431,0,1264,37,106,214,agglomerative,mnist,10,5,False
1,3000,10,25.17,2.52,0.8967,0.3827,1144,783,151,39,22,7,508,205,26,115,agglomerative,mnist,10,5,False
2,3000,10,21.3,2.13,0.895,0.3754,496,11,107,0,9,151,296,0,1871,59,agglomerative,mnist,10,5,False
3,3000,0,0.0,0.0,0.0,0.0,112,527,775,1,3,459,84,185,680,174,agglomerative,mnist,10,5,False
4,3000,0,0.0,0.0,0.0,0.0,2,798,167,133,80,0,25,144,1646,5,agglomerative,mnist,10,5,False
5,3000,10,19.78,1.98,0.837,0.5133,1,637,4,85,354,83,251,1220,332,33,agglomerative,mnist,10,5,False
6,3000,10,21.85,2.19,0.8207,0.7714,575,0,78,299,6,1203,491,80,17,251,agglomerative,mnist,10,5,False
7,3000,0,0.0,0.0,0.0,0.0,0,1,646,127,127,593,1174,27,2,303,agglomerative,mnist,10,5,False
8,3000,0,0.0,0.0,0.0,0.0,20,941,139,319,468,861,13,212,10,17,agglomerative,mnist,10,5,False
9,3000,0,0.0,0.0,0.0,0.0,260,751,51,45,2,375,68,921,28,499,agglomerative,mnist,10,5,False
10,3000,10,19.62,1.96,0.7487,0.7434,17,169,916,400,11,224,358,337,216,352,agglomerative,mnist,10,5,False
11,3000,0,0.0,0.0,0.0,0.0,71,154,478,1202,7,77,244,496,259,12,agglomerative,mnist,10,5,False
12,3000,0,0.0,0.0,0.0,0.0,17,1091,1271,143,57,9,72,120,40,180,agglomerative,mnist,10,5,False
13,3000,0,0.0,0.0,0.0,0.0,34,200,95,37,40,178,1720,512,73,111,agglomerative,mnist,10,5,False
14,3000,10,20.5,2.05,0.8923,0.3678,31,1,0,455,159,9,67,192,8,2078,agglomerative,mnist,10,5,False
15,3000,0,0.0,0.0,0.0,0.0,225,24,635,35,0,206,14,466,1395,0,agglomerative,mnist,10,5,False
16,3000,0,0.0,0.0,0.0,0.0,1724,193,162,431,42,22,189,108,102,27,agglomerative,mnist,10,5,False
17,3000,0,0.0,0.0,0.0,0.0,404,24,1,156,32,941,187,447,58,750,agglomerative,mnist,10,5,False
18,3000,0,0.0,0.0,0.0,0.0,94,458,56,205,69,4,8,1511,272,323,agglomerative,mnist,10,5,False
19,3000,0,0.0,0.0,0.0,0.0,31,412,103,884,121,30,0,368,922,129,agglomerative,mnist,10,5,False
